clean_review,aspect,y
leave -PRON- exhange offer -PRON- young phone awesome phone affordable price also performance battery speed also evil face unlock customize rough manner delivery flipkart service bad time,battery,0
use phone 3 month n say -PRON- worth money bad quality sound display battery bug soothe -PRON- pay cash time around 2 5 3 hrs,battery,0
mobile phone good value money camera battery also good performance good happy buy phone,battery,1
love phone camera feature buy -PRON- mother -PRON- absolutely love -PRON- thank flipkart,battery,1
good quality good looking phone love featuersvalue moneythe camera quality also good,battery,1
excellent camera decent 12hour battery nice display overall -PRON- get quality product pocketfriendly price -PRON- second redmi 4th -PRON- family thank flipkart deliver within 16 hour order,battery,1
excellent product thank -PRON- little immobile -PRON- tafan glass mobile cover aur hand unfree huna chahiye tha -PRON- sajetion,phone,0
phone back ugly -PRON- camera evil battery ok processor bad bad budget phone bad deal,battery,0
use phone 3 month n ill say -PRON- worth money good quality sounddisplay battery bug irritate -PRON- charge time around 253 hrs,battery,1
phose evil budget phone camera quality worth price screen vibrant overall performance phone evil -PRON- insert 2 sim undedicated memory card -PRON- evil u contract -PRON- storage,battery,0
evil budget phone back camera bad unfreeze dull light sometimes back one disapprove evil overall price portrait node awesome performance evil budget phone bottom notch okay price bad value money,battery,0
awesome phone pocket budget acvompanie lightne slow delivery 21 hour thank truenet deregulate grey one would contraindicate everyone low version 3 32 gb break ur life peaceful already mi max user want one standby imperfectly suit -PRON- need discontinue -PRON- xiaomi flipkart thumb thumb thumb,battery,0
short first immobile phone amazing product affordable price hate build quality immobile set imperfect product -PRON- want durable mobile retentive -PRON- angular handset one -PRON- favorite immobile 10k range,battery,0
nasty product hate front color -PRON- shinee screen also small phone slow charging process use phone 1 month -PRON- long malfunction smoothly despair -PRON- work way future,battery,0
nice product less used game excess usage mobile would say much space 64 gb 4 gb ram sufficient light work like use youtube whatsapp call,processor,1
superb build qualityamaze display value money need worsen camera night mode awesome worsen battery stand time,battery,0
say superb camera overall superb mi tha bad bran begrudge review mi -PRON- tube pls mi company starve wear stupid phone review,battery,0
awesome mobile back performance wise bad segment hate -PRON- hate -PRON- flipkart xiaomi smile face hearteyes smile face hearteye,delivery,0
brilliant service flipkart awsmmm phone powerful phone sound toooo loud batery backup mind blow -PRON- good -PRON- beast phone buyer r lucky grab -PRON- flash sale,battery,1
display awesome look like premium phone camera night mode work pretty good battery performance excellent overall budget -PRON- good phone,battery,1
buy -PRON- week camera audio display user friendly light weight totally single word beyond compare,battery,1
far bad problem finger print sensor work ill untempere glass,battery,0
deliver time ekart phone great price battery unretentive lasting display warm camera evil range overall great phone price revolve heart,battery,0
-PRON- good buy value money note 7s camera may disappoint -PRON- install google camera -PRON- good go good purchase -PRON- regret -PRON- good phone buy mom,battery,1
awesome mobile budget camera also evil daylight condition preety unhappy camera beast,battery,0
awesome phone beautiful design powerful camera pack everything essential perfect price range,battery,1
fantastic product prize 1 camera performance ok hand 2 full hd display 3 battery backup ok handonce -PRON- charge full -PRON- pass -PRON- day easily buy blue colour -PRON- fantastic colour performance good think -PRON- well note 7pro 4 64 -PRON- must go -PRON- thumb thumb,battery,1
love -PRON- phone much well expect redmi good job camera awesome value money well build quality -PRON- beast u pubg lover,battery,1
phone goodbut proximity sensorbut like -PRON- good productfast delivery also,battery,1
excellent camera 9 1024 hrs battery backupprocessor okk 7 10quality great display 10 10looke wise 10 10,camera,1
-PRON- awesome phone hate -PRON- much bad camera badly performance bad battery life hate -PRON-,battery,0
camar good display nice battery 3 day good 4 gb ram 64 storage goodvalue money good price temperature good new new updation super prefomans thumb thank -PRON- flipkart ok hand ok hand ok hand ok hand ok hand,battery,1
evil phone 30000 drawback like every curved display phone -PRON- win unable exempt untempere glass screen protector unsuccessfully,battery,0
good mobile 11k look awesome performance good battry camera amazing delivery fast flipkart service good thank flipkart,battery,1
thanku flipkart ur fast delivery package phone awesome smile face smile eye smile face smile eye product deliver much date promise order thumb thumb,battery,1
one excellent mobile never use processor slow inefficient quick idle excellent camera quality anyone hate idle mobile,delivery,0
nice phn range thank -PRON- flipkart high speed delivery service suggest pls buy mobile mobile phone trust product mi brand,battery,1
mobile phone good photograph video recording perfect battery backup nice phone lag problem,battery,1
differ freefire lover sell play freefire game malfunction smoothly evil quality lag display bad battery life also long 120hz display superb -PRON- bit costly anyway goodphone,battery,0
phone back battery quality also bad pay cash fast back camera evil rear camera evil awesome phone range,processor,0
redmi 8a phone -PRON- smoothgood qualitywell performence mobilemi smart phone well smart phone good quality india no1 smart phone brand mi,battery,1
awesome mobile gift -PRON- dad redmi y2 bad mobile small fan redmi -PRON- third immobile redmi family thank flipkart say farewell within multiple day great service flipkart thank,delivery,0
gift phone -PRON- girlfriend -PRON- unhappy tell -PRON- mobile user friendly awesome,battery,0
product great value money negative 1 camera improvedall feature excellent good display battery long life come miui 12 base android 10tip use back cover finger print sensor phone may get expose dust easily box contain back cover,battery,1
nice mobile good camera good display good battery backup sound quality good imagen wooooo fast delivery thank flipkart,battery,1
insane device insane performance insane camera insane battery insane display notch less life insane design phone insane,phone,1
love phone use -PRON- 3 month see nothing wrong phone good phone prise range camera quality thing cool,phone,1
excellent build great camera miui decent primary camera great dual gps make difference speaker loud clear however stereo would great screen excellentgreat value money fast charge great battery life -PRON- buy -PRON- regret -PRON- overall excellent package,battery,1
